,N,E,Directed?,Weighted?,alpha_f_PR,alpha_r_PR,beta_r_BPR,Type
ScaleFree_2010_0.5_1,2010,3250,True,False,4e-06,0.001594,0.0285,ScaleFree
ScaleFree_2010_0.5_2,2010,3186,True,False,0.00077,0.001401,0.0265,ScaleFree
ScaleFree_2010_0.5_3,2010,3455,True,False,1.6e-05,0.00264,0.0365,ScaleFree
ScaleFree_2010_0.5_4,2010,3633,True,False,0.000148,0.005855,0.0545,ScaleFree
ScaleFree_2010_0.5_5,2010,3413,True,False,5e-06,0.003588,0.0425,ScaleFree
ScaleFree_2010_0.5_6,2010,3471,True,False,0.000314,0.003113,0.0395,ScaleFree
ScaleFree_2010_0.5_7,2010,3372,True,False,0.000324,0.001886,0.0305,ScaleFree
ScaleFree_2010_0.5_8,2010,3509,True,False,6.5e-05,0.0024,0.0345,ScaleFree
ScaleFree_2010_0.5_9,2010,3548,True,False,4.4e-05,0.003186,0.0395,ScaleFree
ScaleFree_3010_0.3_0,3010,6303,True,False,9.8e-05,0.001017,0.0225,ScaleFree
ScaleFree_3010_0.3_1,3010,6556,True,False,8.3e-05,0.001779,0.0295,ScaleFree
ScaleFree_3010_0.3_2,3010,6365,True,False,0.000116,0.001274,0.0255,ScaleFree
ScaleFree_3010_0.3_3,3010,6685,True,False,0.000117,0.001979,0.0315,ScaleFree
ScaleFree_3010_0.3_4,3010,6027,True,False,2.8e-05,0.000991,0.0225,ScaleFree
ScaleFree_3010_0.3_5,3010,5974,True,False,0.000272,0.000998,0.0225,ScaleFree
ScaleFree_3010_0.3_6,3010,6614,True,False,7e-06,0.001795,0.0305,ScaleFree
ScaleFree_3010_0.3_7,3010,6860,True,False,1.9e-05,0.002527,0.0355,ScaleFree
ScaleFree_3010_0.3_8,3010,6514,True,False,0.000137,0.001747,0.0295,ScaleFree
ScaleFree_3010_0.3_9,3010,6034,True,False,7e-06,0.001039,0.0225,ScaleFree
ScaleFree_3010_0.5_0,3010,5085,True,False,6e-05,0.00181,0.0305,ScaleFree
ScaleFree_3010_0.5_1,3010,5090,True,False,0.000186,0.00128,0.0255,ScaleFree
ScaleFree_3010_0.5_2,3010,5166,True,False,0.000227,0.002247,0.0335,ScaleFree
ScaleFree_3010_0.5_3,3010,5063,True,False,1e-06,0.00127,0.0255,ScaleFree
ScaleFree_3010_0.5_4,3010,4921,True,False,5.7e-05,0.001241,0.0245,ScaleFree
ScaleFree_3010_0.5_5,3010,5265,True,False,2.6e-05,0.001495,0.0275,ScaleFree
ScaleFree_3010_0.5_6,3010,4992,True,False,4.1e-05,0.00131,0.0255,ScaleFree
ScaleFree_3010_0.5_7,3010,5256,True,False,8.6e-05,0.001702,0.0295,ScaleFree
ScaleFree_3010_0.5_8,3010,5316,True,False,4e-05,0.002014,0.0315,ScaleFree
ScaleFree_3010_0.5_9,3010,4856,True,False,4.4e-05,0.001136,0.0235,ScaleFree
ScaleFree_4010_0.3_0,4010,8880,True,False,6e-05,0.001342,0.0255,ScaleFree
ScaleFree_4010_0.3_1,4010,8840,True,False,8.8e-05,0.001381,0.0265,ScaleFree
ScaleFree_4010_0.3_2,4010,9360,True,False,1.7e-05,0.001221,0.0245,ScaleFree
ScaleFree_4010_0.3_3,4010,8992,True,False,7.3e-05,0.001255,0.0255,ScaleFree
ScaleFree_4010_0.3_4,4010,8754,True,False,6.5e-05,0.001635,0.0285,ScaleFree
ScaleFree_4010_0.3_5,4010,9573,True,False,7e-06,0.002465,0.0355,ScaleFree
ScaleFree_4010_0.3_6,4010,8804,True,False,3.1e-05,0.001578,0.0285,ScaleFree
ScaleFree_4010_0.3_7,4010,9082,True,False,7e-06,0.001951,0.0315,ScaleFree
ScaleFree_4010_0.3_8,4010,9113,True,False,1.4e-05,0.001582,0.0285,ScaleFree
ScaleFree_4010_0.3_9,4010,8519,True,False,9e-06,0.000851,0.0205,ScaleFree
ScaleFree_4010_0.5_0,4010,6692,True,False,2.3e-05,0.001188,0.0245,ScaleFree
ScaleFree_4010_0.5_1,4010,6759,True,False,3e-06,0.001199,0.0245,ScaleFree
ScaleFree_4010_0.5_2,4010,7041,True,False,1e-06,0.001808,0.0305,ScaleFree
ScaleFree_4010_0.5_3,4010,7228,True,False,2.2e-05,0.002013,0.0315,ScaleFree
ScaleFree_4010_0.5_4,4010,7089,True,False,5e-06,0.001727,0.0295,ScaleFree
ScaleFree_4010_0.5_5,4010,7124,True,False,6.8e-05,0.001767,0.0295,ScaleFree
ScaleFree_4010_0.5_6,4010,6956,True,False,3e-05,0.001516,0.0275,ScaleFree
ScaleFree_4010_0.5_7,4010,6908,True,False,3.7e-05,0.001601,0.0285,ScaleFree
ScaleFree_4010_0.5_8,4010,6671,True,False,6e-06,0.001073,0.0235,ScaleFree
ScaleFree_4010_0.5_9,4010,6548,True,False,4.8e-05,0.000828,0.0205,ScaleFree
ScaleFree_5010_0.3_0,5010,10517,True,False,2.8e-05,0.000998,0.0225,ScaleFree
ScaleFree_5010_0.3_1,5010,11349,True,False,1.1e-05,0.00094,0.0215,ScaleFree
ScaleFree_5010_0.3_2,5010,11866,True,False,5.2e-05,0.001207,0.0245,ScaleFree
ScaleFree_5010_0.3_3,5010,11478,True,False,3.7e-05,0.001518,0.0275,ScaleFree
ScaleFree_5010_0.3_4,5010,10627,True,False,1.7e-05,0.000845,0.0205,ScaleFree
ScaleFree_5010_0.3_5,5010,10830,True,False,2.5e-05,0.000757,0.0195,ScaleFree
ScaleFree_5010_0.3_6,5010,10316,True,False,0.000103,0.000601,0.0175,ScaleFree
ScaleFree_5010_0.3_7,5010,10929,True,False,0.000206,0.000873,0.0205,ScaleFree
ScaleFree_5010_0.3_8,5010,11327,True,False,3e-05,0.000951,0.0215,ScaleFree
ScaleFree_5010_0.3_9,5010,11356,True,False,4e-06,0.001116,0.0235,ScaleFree
ScaleFree_5010_0.5_0,5010,8727,True,False,3.6e-05,0.000922,0.0215,ScaleFree
ScaleFree_5010_0.5_1,5010,8558,True,False,1.7e-05,0.001185,0.0245,ScaleFree
ScaleFree_5010_0.5_2,5010,8693,True,False,1.1e-05,0.001366,0.0265,ScaleFree
ScaleFree_5010_0.5_3,5010,8744,True,False,0.000145,0.001028,0.0225,ScaleFree
ScaleFree_5010_0.5_4,5010,8399,True,False,1e-06,0.000703,0.0185,ScaleFree
ScaleFree_5010_0.5_5,5010,9012,True,False,5e-06,0.00152,0.0275,ScaleFree
ScaleFree_5010_0.5_6,5010,8636,True,False,1e-06,0.00172,0.0295,ScaleFree
ScaleFree_5010_0.5_7,5010,8852,True,False,4e-06,0.001289,0.0255,ScaleFree
ScaleFree_5010_0.5_8,5010,8712,True,False,8.7e-05,0.001388,0.0265,ScaleFree
ScaleFree_5010_0.5_9,5010,8669,True,False,5e-06,0.001111,0.0235,ScaleFree
ScaleFree_6010_0.3_0,6010,13408,True,False,0.00047,0.000722,0.0195,ScaleFree
ScaleFree_6010_0.3_1,6010,12975,True,False,1e-06,0.00063,0.0175,ScaleFree
ScaleFree_6010_0.3_2,6010,13896,True,False,1.5e-05,0.001412,0.0265,ScaleFree
ScaleFree_6010_0.3_3,6010,13291,True,False,1.4e-05,0.001094,0.0235,ScaleFree
ScaleFree_6010_0.3_4,6010,13472,True,False,1.1e-05,0.000986,0.0225,ScaleFree
ScaleFree_6010_0.3_5,6010,13420,True,False,5e-05,0.000908,0.0215,ScaleFree
ScaleFree_6010_0.3_6,6010,13399,True,False,8e-06,0.001114,0.0235,ScaleFree
ScaleFree_6010_0.3_7,6010,13638,True,False,3.6e-05,0.000848,0.0205,ScaleFree
ScaleFree_6010_0.3_8,6010,13466,True,False,7e-06,0.000859,0.0205,ScaleFree
ScaleFree_6010_0.3_9,6010,13116,True,False,8e-06,0.00065,0.0185,ScaleFree
ScaleFree_6010_0.5_0,6010,10288,True,False,5.8e-05,0.000608,0.0175,ScaleFree
ScaleFree_6010_0.5_1,6010,10010,True,False,8e-06,0.000609,0.0175,ScaleFree
ScaleFree_6010_0.5_2,6010,10843,True,False,0.000134,0.001159,0.0245,ScaleFree
ScaleFree_6010_0.5_3,6010,10540,True,False,7.2e-05,0.000847,0.0205,ScaleFree
ScaleFree_6010_0.5_4,6010,10619,True,False,3.8e-05,0.000904,0.0215,ScaleFree
ScaleFree_6010_0.5_5,6010,10735,True,False,3.6e-05,0.001171,0.0245,ScaleFree
ScaleFree_6010_0.5_6,6010,10377,True,False,2.8e-05,0.000844,0.0205,ScaleFree
ScaleFree_6010_0.5_7,6010,10756,True,False,5e-06,0.001512,0.0275,ScaleFree
ScaleFree_6010_0.5_8,6010,10346,True,False,1.5e-05,0.000988,0.0225,ScaleFree
ScaleFree_6010_0.5_9,6010,10547,True,False,0.000113,0.000992,0.0225,ScaleFree
ScaleFree_7010_0.3_0,7010,15962,True,False,4.2e-05,0.000709,0.0185,ScaleFree
ScaleFree_7010_0.3_1,7010,15242,True,False,1e-05,0.000639,0.0175,ScaleFree
ScaleFree_7010_0.3_2,7010,14707,True,False,1.9e-05,0.000497,0.0155,ScaleFree
ScaleFree_7010_0.3_3,7010,16332,True,False,0.00019,0.000769,0.0195,ScaleFree
ScaleFree_7010_0.3_4,7010,15971,True,False,7e-06,0.00078,0.0195,ScaleFree
ScaleFree_7010_0.3_5,7010,15539,True,False,2.9e-05,0.000758,0.0195,ScaleFree
ScaleFree_7010_0.3_6,7010,16236,True,False,3.5e-05,0.000714,0.0185,ScaleFree
ScaleFree_7010_0.3_7,7010,16619,True,False,1e-06,0.001104,0.0235,ScaleFree
ScaleFree_7010_0.3_8,7010,15640,True,False,1.6e-05,0.000542,0.0165,ScaleFree
ScaleFree_7010_0.3_9,7010,16481,True,False,5.2e-05,0.001382,0.0265,ScaleFree
ScaleFree_7010_0.5_0,7010,11951,True,False,6e-06,0.000651,0.0185,ScaleFree
ScaleFree_7010_0.5_1,7010,12198,True,False,8e-06,0.000606,0.0175,ScaleFree
ScaleFree_7010_0.5_2,7010,11961,True,False,2e-06,0.000546,0.0165,ScaleFree
ScaleFree_7010_0.5_3,7010,12217,True,False,2.9e-05,0.000998,0.0225,ScaleFree
ScaleFree_7010_0.5_4,7010,12518,True,False,9.6e-05,0.001118,0.0235,ScaleFree
ScaleFree_7010_0.5_5,7010,11940,True,False,6e-06,0.000535,0.0165,ScaleFree
ScaleFree_7010_0.5_6,7010,12207,True,False,6.2e-05,0.00088,0.0205,ScaleFree
ScaleFree_7010_0.5_7,7010,12085,True,False,1e-06,0.000773,0.0195,ScaleFree
ScaleFree_7010_0.5_8,7010,12459,True,False,0.000195,0.000907,0.0215,ScaleFree
ScaleFree_7010_0.5_9,7010,12184,True,False,4.3e-05,0.000855,0.0205,ScaleFree
ScaleFree_8010_0.3_0,8010,18383,True,False,2.6e-05,0.000816,0.0205,ScaleFree
ScaleFree_8010_0.3_1,8010,18511,True,False,1.6e-05,0.000774,0.0195,ScaleFree
ScaleFree_8010_0.3_2,8010,18422,True,False,2.2e-05,0.000782,0.0195,ScaleFree
ScaleFree_8010_0.3_3,8010,18903,True,False,1.4e-05,0.000854,0.0205,ScaleFree
ScaleFree_8010_0.3_4,8010,18605,True,False,1e-05,0.000665,0.0185,ScaleFree
ScaleFree_8010_0.3_5,8010,17815,True,False,1.3e-05,0.000644,0.0175,ScaleFree
ScaleFree_8010_0.3_6,8010,17735,True,False,3e-05,0.000668,0.0185,ScaleFree
ScaleFree_8010_0.3_7,8010,18690,True,False,3.3e-05,0.000812,0.0205,ScaleFree
ScaleFree_8010_0.3_8,8010,18933,True,False,0.000327,0.000659,0.0185,ScaleFree
ScaleFree_8010_0.3_9,8010,18441,True,False,2e-06,0.000653,0.0185,ScaleFree
ScaleFree_8010_0.5_0,8010,14700,True,False,3.2e-05,0.001367,0.0265,ScaleFree
ScaleFree_8010_0.5_1,8010,14109,True,False,3.6e-05,0.000704,0.0185,ScaleFree
ScaleFree_8010_0.5_2,8010,14104,True,False,2e-06,0.000954,0.0215,ScaleFree
ScaleFree_8010_0.5_3,8010,13178,True,False,2.8e-05,0.000374,0.0135,ScaleFree
ScaleFree_8010_0.5_4,8010,14066,True,False,3.6e-05,0.000667,0.0185,ScaleFree
ScaleFree_8010_0.5_5,8010,14427,True,False,9e-06,0.001127,0.0235,ScaleFree
ScaleFree_8010_0.5_6,8010,14410,True,False,5.4e-05,0.00103,0.0225,ScaleFree
ScaleFree_8010_0.5_7,8010,14027,True,False,0.0,0.000933,0.0215,ScaleFree
ScaleFree_8010_0.5_8,8010,14376,True,False,6.5e-05,0.001089,0.0235,ScaleFree
ScaleFree_8010_0.5_9,8010,13823,True,False,3.1e-05,0.000725,0.0195,ScaleFree
ScaleFree_9010_0.3_0,9010,20481,True,False,6e-06,0.000521,0.0165,ScaleFree
ScaleFree_9010_0.3_1,9010,18986,True,False,7e-06,0.000516,0.0165,ScaleFree
ScaleFree_9010_0.3_2,9010,19991,True,False,1.1e-05,0.000494,0.0155,ScaleFree
ScaleFree_9010_0.3_3,9010,20786,True,False,4.4e-05,0.000698,0.0185,ScaleFree
ScaleFree_9010_0.3_4,9010,20643,True,False,1.9e-05,0.000672,0.0185,ScaleFree
ScaleFree_9010_0.3_5,9010,20338,True,False,7.8e-05,0.0006,0.0175,ScaleFree
ScaleFree_9010_0.3_6,9010,19494,True,False,1e-06,0.000452,0.0155,ScaleFree
ScaleFree_9010_0.3_7,9010,19828,True,False,3e-06,0.000626,0.0175,ScaleFree
ScaleFree_9010_0.3_8,9010,19410,True,False,5.8e-05,0.00041,0.0145,ScaleFree
ScaleFree_9010_0.3_9,9010,21589,True,False,3e-06,0.001002,0.0225,ScaleFree
ScaleFree_9010_0.5_0,9010,15758,True,False,1.8e-05,0.000609,0.0175,ScaleFree
ScaleFree_9010_0.5_1,9010,15630,True,False,6.1e-05,0.000465,0.0155,ScaleFree
ScaleFree_9010_0.5_2,9010,16199,True,False,1e-06,0.000752,0.0195,ScaleFree
ScaleFree_9010_0.5_3,9010,15974,True,False,1.1e-05,0.000813,0.0205,ScaleFree
ScaleFree_9010_0.5_4,9010,16104,True,False,7e-06,0.00092,0.0215,ScaleFree
ScaleFree_9010_0.5_5,9010,15809,True,False,3.6e-05,0.000641,0.0175,ScaleFree
ScaleFree_9010_0.5_6,9010,15918,True,False,2.8e-05,0.001007,0.0225,ScaleFree
ScaleFree_9010_0.5_7,9010,16140,True,False,0.00013,0.000587,0.0175,ScaleFree
ScaleFree_9010_0.5_8,9010,15791,True,False,3.2e-05,0.000559,0.0165,ScaleFree
ScaleFree_9010_0.5_9,9010,15718,True,False,0.000105,0.000474,0.0155,ScaleFree
ScaleFree_10010_0.3_0,10010,23467,True,False,2e-05,0.00049,0.0155,ScaleFree
ScaleFree_10010_0.3_1,10010,22844,True,False,1.2e-05,0.000405,0.0145,ScaleFree
ScaleFree_10010_0.3_2,10010,23515,True,False,5e-06,0.000895,0.0215,ScaleFree
ScaleFree_10010_0.3_3,10010,23191,True,False,3e-06,0.00052,0.0165,ScaleFree
ScaleFree_10010_0.3_4,10010,24358,True,False,1e-05,0.000806,0.0205,ScaleFree
ScaleFree_10010_0.3_5,10010,22811,True,False,2e-06,0.000494,0.0155,ScaleFree
ScaleFree_10010_0.3_6,10010,22558,True,False,0.000128,0.000456,0.0155,ScaleFree
ScaleFree_10010_0.3_7,10010,23069,True,False,4e-06,0.000454,0.0155,ScaleFree
ScaleFree_10010_0.3_8,10010,21094,True,False,4e-06,0.000315,0.0125,ScaleFree
ScaleFree_10010_0.3_9,10010,22728,True,False,7e-06,0.000581,0.0175,ScaleFree
ScaleFree_10010_0.5_0,10010,17582,True,False,1.4e-05,0.000462,0.0155,ScaleFree
ScaleFree_10010_0.5_1,10010,17922,True,False,3.2e-05,0.000631,0.0175,ScaleFree
ScaleFree_10010_0.5_2,10010,17932,True,False,5.3e-05,0.000602,0.0175,ScaleFree
ScaleFree_10010_0.5_3,10010,17564,True,False,0.000111,0.000466,0.0155,ScaleFree
ScaleFree_10010_0.5_4,10010,17775,True,False,0.000716,0.000493,0.0155,ScaleFree
ScaleFree_10010_0.5_5,10010,17137,True,False,7e-06,0.000489,0.0155,ScaleFree
ScaleFree_10010_0.5_6,10010,17858,True,False,2.4e-05,0.000641,0.0175,ScaleFree
ScaleFree_10010_0.5_7,10010,17463,True,False,2.2e-05,0.000588,0.0175,ScaleFree
ScaleFree_10010_0.5_8,10010,17498,True,False,2e-06,0.000493,0.0155,ScaleFree
ScaleFree_10010_0.5_9,10010,17389,True,False,6.9e-05,0.000503,0.0155,ScaleFree
ScaleFree_11010_0.3_0,11010,25417,True,False,3.9e-05,0.000479,0.0155,ScaleFree
ScaleFree_11010_0.3_1,11010,27325,True,False,3e-06,0.00093,0.0215,ScaleFree
ScaleFree_11010_0.3_2,11010,25432,True,False,4e-06,0.00062,0.0175,ScaleFree
ScaleFree_11010_0.3_3,11010,25095,True,False,4.4e-05,0.000384,0.0135,ScaleFree
ScaleFree_11010_0.3_4,11010,25230,True,False,5e-06,0.000487,0.0155,ScaleFree
ScaleFree_11010_0.3_5,11010,25346,True,False,1.9e-05,0.000443,0.0145,ScaleFree
ScaleFree_11010_0.3_6,11010,24430,True,False,9e-06,0.000389,0.0135,ScaleFree
ScaleFree_11010_0.3_7,11010,25682,True,False,3e-05,0.000454,0.0155,ScaleFree
ScaleFree_11010_0.3_8,11010,25951,True,False,1e-05,0.000776,0.0195,ScaleFree
ScaleFree_11010_0.3_9,11010,26569,True,False,1.7e-05,0.000557,0.0165,ScaleFree
ScaleFree_11010_0.5_0,11010,19286,True,False,2.1e-05,0.000663,0.0185,ScaleFree
ScaleFree_11010_0.5_1,11010,19419,True,False,5e-06,0.000473,0.0155,ScaleFree
ScaleFree_11010_0.5_2,11010,19948,True,False,4.7e-05,0.000676,0.0185,ScaleFree
ScaleFree_11010_0.5_3,11010,19897,True,False,0.00016,0.000548,0.0165,ScaleFree
ScaleFree_11010_0.5_4,11010,19573,True,False,5e-06,0.000562,0.0165,ScaleFree
ScaleFree_11010_0.5_5,11010,19381,True,False,3.6e-05,0.000451,0.0155,ScaleFree
ScaleFree_11010_0.5_6,11010,19884,True,False,1.2e-05,0.000679,0.0185,ScaleFree
ScaleFree_11010_0.5_7,11010,19934,True,False,0.000179,0.00087,0.0205,ScaleFree
ScaleFree_11010_0.5_8,11010,19526,True,False,6.4e-05,0.000547,0.0165,ScaleFree
ScaleFree_11010_0.5_9,11010,20008,True,False,4e-06,0.000543,0.0165,ScaleFree
ScaleFree_12010_0.3_0,12010,26828,True,False,0.000182,0.000301,0.0125,ScaleFree
ScaleFree_12010_0.3_1,12010,26211,True,False,1.2e-05,0.000283,0.0115,ScaleFree
ScaleFree_12010_0.3_2,12010,27201,True,False,7e-06,0.00046,0.0155,ScaleFree
ScaleFree_12010_0.3_3,12010,25966,True,False,0.000197,0.000254,0.0115,ScaleFree
ScaleFree_12010_0.3_4,12010,28051,True,False,3.2e-05,0.000417,0.0145,ScaleFree
ScaleFree_12010_0.3_5,12010,27961,True,False,1e-06,0.000408,0.0145,ScaleFree
ScaleFree_12010_0.3_6,12010,28922,True,False,4e-06,0.000645,0.0175,ScaleFree
ScaleFree_12010_0.3_7,12010,27629,True,False,3e-05,0.000367,0.0135,ScaleFree
ScaleFree_12010_0.3_8,12010,27914,True,False,3e-06,0.000486,0.0155,ScaleFree
ScaleFree_12010_0.3_9,12010,28678,True,False,4.9e-05,0.000461,0.0155,ScaleFree
ScaleFree_12010_0.5_0,12010,21480,True,False,1.3e-05,0.000455,0.0155,ScaleFree
ScaleFree_12010_0.5_1,12010,21441,True,False,1e-06,0.000569,0.0165,ScaleFree
ScaleFree_12010_0.5_2,12010,21535,True,False,1e-06,0.000556,0.0165,ScaleFree
ScaleFree_12010_0.5_3,12010,21288,True,False,8e-06,0.000511,0.0155,ScaleFree
ScaleFree_12010_0.5_4,12010,21129,True,False,1.4e-05,0.000435,0.0145,ScaleFree
ScaleFree_12010_0.5_5,12010,21122,True,False,1.1e-05,0.000443,0.0145,ScaleFree
ScaleFree_12010_0.5_6,12010,22055,True,False,3.2e-05,0.000546,0.0165,ScaleFree
ScaleFree_12010_0.5_7,12010,21414,True,False,3.8e-05,0.000651,0.0185,ScaleFree
ScaleFree_12010_0.5_8,12010,21384,True,False,1.5e-05,0.000646,0.0175,ScaleFree
ScaleFree_12010_0.5_9,12010,21269,True,False,2e-05,0.000481,0.0155,ScaleFree
ScaleFree_13010_0.3_0,13010,30033,True,False,2.2e-05,0.000432,0.0145,ScaleFree
ScaleFree_13010_0.3_1,13010,29932,True,False,4e-06,0.000414,0.0145,ScaleFree
ScaleFree_13010_0.3_2,13010,30423,True,False,1.1e-05,0.000512,0.0165,ScaleFree
ScaleFree_13010_0.3_3,13010,29605,True,False,9e-06,0.000358,0.0135,ScaleFree
ScaleFree_13010_0.3_4,13010,30791,True,False,1.8e-05,0.000608,0.0175,ScaleFree
ScaleFree_13010_0.3_5,13010,30066,True,False,8e-06,0.000452,0.0155,ScaleFree
ScaleFree_13010_0.3_6,13010,31133,True,False,1e-05,0.00071,0.0185,ScaleFree
ScaleFree_13010_0.3_7,13010,31117,True,False,2e-06,0.000509,0.0155,ScaleFree
ScaleFree_13010_0.3_8,13010,30209,True,False,0.000405,0.000319,0.0125,ScaleFree
ScaleFree_13010_0.3_9,13010,30429,True,False,2.5e-05,0.000454,0.0155,ScaleFree
ScaleFree_13010_0.5_0,13010,22774,True,False,0.000342,0.000368,0.0135,ScaleFree
ScaleFree_13010_0.5_1,13010,22798,True,False,2.1e-05,0.00041,0.0145,ScaleFree
ScaleFree_13010_0.5_2,13010,22974,True,False,6.8e-05,0.000579,0.0175,ScaleFree
ScaleFree_13010_0.5_3,13010,22875,True,False,6e-06,0.000397,0.0145,ScaleFree
ScaleFree_13010_0.5_4,13010,22651,True,False,0.000258,0.000302,0.0125,ScaleFree
ScaleFree_13010_0.5_5,13010,23156,True,False,5.1e-05,0.000454,0.0155,ScaleFree
ScaleFree_13010_0.5_6,13010,23271,True,False,6.4e-05,0.000536,0.0165,ScaleFree
ScaleFree_13010_0.5_7,13010,23063,True,False,8e-06,0.000344,0.0135,ScaleFree
ScaleFree_13010_0.5_8,13010,23105,True,False,0.0,0.000584,0.0175,ScaleFree
ScaleFree_13010_0.5_9,13010,22977,True,False,4e-06,0.000385,0.0135,ScaleFree
ScaleFree_14010_0.3_0,14010,30438,True,False,8.4e-05,0.000236,0.0105,ScaleFree
ScaleFree_14010_0.3_1,14010,32734,True,False,3.9e-05,0.000569,0.0165,ScaleFree
ScaleFree_14010_0.3_2,14010,34538,True,False,7e-06,0.000625,0.0175,ScaleFree
ScaleFree_14010_0.3_3,14010,33299,True,False,1.1e-05,0.000434,0.0145,ScaleFree
ScaleFree_14010_0.3_4,14010,32467,True,False,7.1e-05,0.000482,0.0155,ScaleFree
